num_variables,num_initialized_vars,num_nonzero_initialized_vars,num_uint8,num_uint256,num_loops,num_payable_functions,num_mappings,num_arrays,gas_cost,optimization_level
137,8,0,4,10,18,1,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
28,4,0,0,4,0,0,1,0,0,0
83,5,0,0,22,4,0,3,0,0,0
44,1,0,1,13,6,0,3,0,0,0
400,71,1,0,307,48,3,12,0,0,0
63,0,0,2,16,0,0,3,0,0,0
61,13,3,0,52,1,2,4,0,0,1
32,3,1,0,0,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
131,8,0,1,51,8,1,3,0,0,0
90,6,0,1,35,4,1,1,0,0,0
46,0,0,1,13,5,0,3,0,0,0
132,11,0,0,57,17,2,4,0,0,0
40,5,0,0,25,1,0,0,0,0,0
39,3,0,1,16,0,0,3,0,0,0
50,0,0,1,18,0,0,3,0,0,0
4,0,0,0,3,0,0,2,0,0,0
236,0,0,4,8,13,1,1,0,0,0
81,1,1,1,27,1,0,4,0,0,1
34,0,0,1,12,5,0,3,0,0,0
100,6,0,1,40,4,0,3,0,0,0
48,1,0,1,14,6,0,3,0,0,0
38,1,0,1,14,0,0,3,0,0,0
29,0,0,0,0,0,0,3,0,0,0
7,0,0,0,0,1,0,1,0,0,0
61,13,3,0,52,1,2,4,0,0,1
40,8,0,0,26,5,1,0,0,0,0
68,3,0,0,7,1,0,3,0,0,0
138,8,0,4,10,18,1,3,0,0,0
45,1,0,0,15,3,1,0,0,0,0
83,3,0,3,15,1,0,3,0,0,0
82,6,0,0,29,2,1,0,0,0,0
15,3,1,10,0,1,2,0,0,0,0
10,0,0,1,5,0,0,3,0,0,0
13,0,0,0,0,0,0,0,0,0,0
47,1,0,1,13,7,0,3,0,0,0
28,1,0,1,8,0,0,3,0,0,0
131,2,0,1,47,4,0,3,0,0,0
64,1,0,1,22,2,0,3,0,0,0
15,0,0,0,0,6,0,1,0,0,0
109,11,6,0,49,0,0,3,0,0,1
121,7,0,35,19,7,1,1,0,0,0
89,0,0,1,7,5,0,3,0,0,0
148,50,0,5,91,13,0,6,0,0,0
61,0,0,1,19,7,0,3,0,0,0
61,0,0,1,19,5,0,3,0,0,0
115,3,0,3,41,7,0,3,0,0,0
108,5,0,1,39,6,0,4,0,0,0
89,3,0,1,36,10,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
83,4,0,1,38,4,0,3,0,0,0
56,3,0,0,10,3,0,0,0,0,0
4,0,0,0,1,0,0,0,0,0,0
100,4,0,1,38,3,0,3,0,0,0
43,0,0,1,16,0,0,3,0,0,0
87,9,0,0,0,11,0,4,0,0,0
56,1,0,2,20,5,0,3,0,0,0
125,9,0,0,53,4,1,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
49,1,0,1,15,6,0,3,0,0,0
107,5,0,1,37,4,0,3,0,0,0
45,3,0,0,27,1,0,3,0,0,0
113,16,0,0,15,19,1,1,0,0,0
50,3,0,2,26,5,0,3,0,0,0
81,0,0,1,2,5,0,4,0,0,0
143,14,0,2,47,5,2,5,0,0,0
134,9,0,0,5,5,0,2,0,0,0
59,1,0,1,0,1,0,3,0,0,0
61,0,0,1,19,2,0,3,0,0,0
48,1,0,1,14,6,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
66,5,0,2,30,1,0,3,0,0,0
144,17,2,5,13,27,0,3,1,0,0
352,95,5,12,97,36,7,10,0,0,0
220,16,1,3,120,11,0,6,0,0,0
56,3,1,1,14,4,0,4,0,0,0
136,7,0,1,61,16,2,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
11,0,0,5,5,0,0,0,0,0,0
168,12,0,3,42,7,1,5,0,0,0
32,3,1,0,0,4,0,0,0,0,0
3,3,0,0,2,1,2,0,0,0,0
43,0,0,1,15,5,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
377,13,0,1,107,10,1,4,0,0,0
40,5,0,0,25,1,0,0,0,0,0
47,1,0,1,13,4,0,3,0,0,0
282,78,5,12,18,44,8,3,0,0,0
3,1,0,0,1,0,0,0,0,0,0
106,10,0,0,0,13,0,4,0,0,0
40,5,0,0,25,1,0,0,0,0,0
37,6,0,24,5,4,0,0,0,0,0
124,5,0,6,48,15,1,0,0,0,0
90,2,0,1,37,3,0,3,0,0,0
94,4,0,1,36,3,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
50,7,0,0,26,4,1,1,0,0,0
54,0,0,2,19,1,0,3,0,0,0
96,4,0,1,40,4,2,3,0,0,0
113,13,1,1,38,6,2,3,0,0,0
112,4,0,1,34,3,0,3,0,0,0
39,0,0,3,2,2,2,3,0,0,0
122,2,0,2,41,4,0,3,0,0,0
147,50,0,2,91,9,0,6,0,0,0
52,1,0,0,18,1,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
101,1,0,0,0,16,4,6,0,0,0
76,0,0,1,1,1,0,3,0,0,0
71,3,0,0,6,8,0,3,0,0,0
52,0,0,2,19,0,0,3,0,0,0
139,34,5,0,79,15,0,10,0,0,0
84,11,0,1,5,7,0,2,0,0,0
86,5,0,0,50,11,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
209,15,0,1,78,19,1,5,0,0,0
5,0,0,0,0,0,0,1,0,0,0
24,0,0,1,8,0,0,3,0,0,0
80,7,0,0,20,6,0,1,0,0,0
74,0,0,1,1,5,0,3,0,0,0
99,9,0,3,1,9,0,1,0,0,0
170,0,0,23,8,22,2,0,0,0,0
85,3,0,1,19,7,2,6,0,0,0
6,1,0,0,3,1,0,0,0,0,0
380,65,1,0,298,47,3,12,0,0,0
83,1,0,1,6,1,0,3,0,0,0
0,0,0,0,0,1,0,0,0,0,0
224,29,1,2,92,14,0,11,0,0,0
31,1,0,1,11,0,0,3,0,0,0
51,1,0,3,19,7,1,4,0,0,0
45,4,1,1,20,2,0,0,0,0,1
23,0,0,0,9,0,0,3,0,0,0
230,45,3,27,105,23,1,4,0,0,0
277,21,0,23,15,7,1,9,0,0,0
10,0,0,1,5,1,0,3,0,0,0
294,10,2,121,7,7,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1018,59,0,10,16,101,3,28,0,0,0
48,1,0,1,14,6,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
69,3,0,0,39,1,0,3,0,0,0
76,3,0,0,30,1,0,1,0,0,0
106,6,0,0,6,5,0,5,0,0,0
33,4,0,0,20,2,1,0,0,0,0
48,1,0,1,14,6,0,3,0,0,0
87,3,0,0,6,3,0,3,0,0,0
66,5,0,0,37,5,2,1,0,0,0
77,3,0,0,6,0,0,3,0,0,0
167,11,1,2,3,34,7,4,0,0,0
77,9,0,0,43,3,0,2,0,0,0
158,5,0,1,57,1,0,6,0,0,0
36,10,0,0,8,0,0,0,0,0,0
107,2,0,1,36,4,0,4,0,0,0
42,7,0,0,25,5,1,1,0,0,0
132,30,1,6,48,13,5,1,0,0,0
94,3,0,1,39,3,0,3,0,0,0
64,1,0,1,22,5,0,3,0,0,0
48,1,0,1,14,6,0,3,0,0,0
10,0,0,1,5,1,0,3,0,0,0
68,5,0,1,11,0,0,6,0,0,0
115,5,0,0,36,3,0,3,0,0,0
131,49,0,2,87,1,0,4,0,0,0
74,14,1,0,26,4,0,3,0,0,0
71,1,0,0,8,3,0,5,0,0,0
261,12,0,2,13,33,7,8,0,0,0
97,5,0,0,38,3,0,3,0,0,0
56,5,0,0,32,5,1,1,0,0,0
99,6,0,0,36,4,1,3,0,0,0
68,3,0,0,7,1,0,3,0,0,0
88,4,0,1,35,3,0,3,0,0,0
53,0,0,1,18,0,0,3,0,0,0
70,8,0,0,40,2,0,0,0,0,0
96,3,0,0,36,9,0,4,0,0,0
40,5,0,0,25,1,0,0,0,0,0
43,0,0,1,16,0,0,3,0,0,0
58,0,0,1,18,2,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
76,0,0,1,1,6,0,3,0,0,0
61,0,0,1,19,5,0,3,0,0,0
52,0,0,0,20,0,0,3,0,0,0
87,11,1,1,49,2,3,5,0,0,1
28,0,0,0,7,0,1,2,0,0,0
66,2,0,0,0,2,0,2,0,0,0
110,13,1,10,1,4,0,6,0,0,0
197,8,0,6,77,12,1,6,0,0,0
42,3,0,1,6,3,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
20,0,0,0,11,0,1,4,0,0,0
40,1,0,1,11,6,0,3,0,0,0
216,15,0,2,26,33,10,5,0,0,0
132,8,0,2,53,11,0,4,0,0,0
135,3,0,1,52,6,0,3,0,0,0
186,10,0,0,18,7,0,6,0,0,0
119,11,0,4,18,13,1,7,0,0,0
70,3,0,1,22,1,0,3,0,0,0
64,1,0,1,22,2,0,3,0,0,0
64,1,0,1,22,8,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
80,3,0,0,34,4,0,3,0,0,0
106,4,0,1,44,2,0,4,0,0,0
63,0,0,2,20,7,0,3,0,0,0
113,4,0,0,37,3,0,3,0,0,0
8,0,0,0,0,0,0,2,0,0,0
40,5,0,0,25,1,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
141,9,0,1,55,8,1,3,0,0,0
38,1,0,1,14,0,0,3,0,0,0
65,1,0,2,23,9,0,3,0,0,0
10,0,0,1,5,1,0,3,0,0,0
73,3,1,1,20,9,1,4,0,0,0
123,11,0,0,68,5,0,7,0,0,0
57,6,0,0,30,2,0,1,0,0,0
105,3,0,2,37,4,0,3,0,0,0
67,1,0,1,22,8,0,3,0,0,0
94,2,0,2,22,1,2,0,0,0,0
54,1,0,1,21,0,0,3,0,0,0
91,14,8,1,26,0,1,3,0,0,1
56,0,0,2,20,1,0,3,0,0,0
114,7,0,1,56,5,0,4,0,0,0
87,14,2,0,58,3,3,4,0,0,1
108,5,0,1,39,6,0,4,0,0,0
103,12,0,2,0,11,0,4,0,0,0
40,5,0,0,25,1,0,0,0,0,0
105,6,0,0,41,3,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
127,3,0,0,36,3,0,6,0,0,0
13,2,0,0,0,2,0,0,0,0,0
17,0,0,0,0,0,0,3,0,0,0
218,15,0,11,10,22,2,5,0,0,0
194,21,0,1,81,16,6,10,0,0,0
63,1,0,1,17,7,0,4,0,0,0
62,2,0,0,6,5,0,1,0,0,0
75,3,0,0,31,1,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
64,1,0,1,22,2,0,3,0,0,0
188,7,2,0,56,13,0,6,0,0,0
168,9,0,1,74,10,1,4,0,0,0
34,0,0,1,12,5,0,3,0,0,0
70,0,0,1,22,4,0,3,0,0,0
39,1,0,0,12,3,0,0,0,0,0
56,1,0,2,20,6,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
172,14,0,2,67,18,0,3,0,0,0
34,0,0,1,12,5,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
163,6,0,4,18,20,1,3,0,0,0
53,3,0,2,31,0,0,4,0,0,0
65,6,1,3,0,3,0,1,0,0,0
26,1,0,0,6,1,0,1,0,0,0
1,0,0,0,0,1,1,0,0,0,0
117,11,1,0,45,2,1,3,0,0,1
168,15,0,0,38,6,3,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0
78,0,0,1,1,5,0,3,0,0,0
25,5,0,0,0,6,0,1,0,0,0
45,3,0,0,27,1,0,3,0,0,0
197,22,1,0,76,11,2,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0
296,18,1,0,148,39,1,14,0,0,0
86,7,0,0,36,13,0,4,0,0,0
61,0,0,1,19,7,0,3,0,0,0
100,2,0,1,38,3,0,3,0,0,0
48,1,0,1,14,6,0,3,0,0,0
32,9,0,0,17,0,0,2,0,0,0
101,10,0,0,0,11,0,4,0,0,0
64,1,0,1,22,8,0,3,0,0,0
298,59,6,11,10,37,6,10,0,0,0
5,1,0,0,0,0,0,1,0,0,0
95,12,0,0,0,12,0,0,0,0,0
12,0,0,0,1,0,0,1,0,0,0
87,9,0,0,0,11,0,4,0,0,0
186,10,0,0,18,7,0,6,0,0,0
112,4,0,1,43,3,0,3,0,0,0
237,9,0,2,13,28,7,8,0,0,0
167,17,0,1,64,1,0,6,0,0,0
9,0,0,0,4,5,0,0,0,0,0
71,15,3,0,12,7,1,1,0,0,0
47,1,0,1,13,6,0,3,0,0,0
49,0,0,1,20,0,0,3,0,0,0
87,9,0,0,0,12,0,4,0,0,0
58,0,0,1,18,2,0,3,0,0,0
149,15,0,6,97,34,2,10,0,0,0
28,5,0,0,16,2,2,0,0,0,0
46,1,0,1,12,6,0,3,0,0,0
106,10,0,0,0,13,0,4,0,0,0
65,3,0,1,29,2,0,4,0,0,0
187,11,1,2,11,33,8,4,0,0,0
38,16,0,1,6,3,0,3,0,0,0
358,32,0,12,20,32,2,10,0,0,0
77,7,0,0,41,3,0,2,0,0,0
56,1,0,2,20,5,0,3,0,0,0
56,0,0,2,20,1,0,3,0,0,0
24,0,0,1,8,0,0,3,0,0,0
76,4,0,1,34,1,0,3,0,0,0
82,6,0,0,39,7,1,0,0,0,0
64,5,0,0,41,11,0,2,0,0,0
61,0,0,1,19,7,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
58,0,0,1,18,2,0,3,0,0,0
51,4,1,0,0,4,0,0,0,0,0
61,0,0,1,19,7,0,3,0,0,0
150,10,0,0,68,6,0,5,0,0,0
72,6,0,0,39,5,0,2,0,0,0
64,1,0,1,22,2,0,3,0,0,0
480,41,1,12,146,66,0,11,0,0,0
90,4,0,0,35,3,0,3,0,0,0
15,3,0,0,0,0,0,0,0,0,0
117,8,0,0,61,16,1,0,0,0,0
190,11,1,2,11,36,7,4,0,0,0
40,5,0,0,25,1,0,0,0,0,0
48,1,0,1,14,6,0,3,0,0,0
93,4,0,1,38,3,0,3,0,0,0
129,16,0,0,37,7,0,4,0,0,0
155,8,0,1,46,3,0,5,0,0,0
339,65,0,0,254,35,4,9,0,0,0
132,10,0,0,56,9,1,3,0,0,0
214,8,0,6,17,1,1,10,0,0,0
69,3,0,0,39,1,0,3,0,0,0
123,15,0,2,54,9,3,5,0,0,0
72,6,0,0,35,1,0,3,0,0,0
220,20,2,4,40,10,3,6,0,0,0
74,0,0,1,1,5,0,3,0,0,0
79,1,0,1,23,3,0,3,0,0,0
28,3,0,0,13,1,3,2,0,0,0
53,0,0,1,20,0,0,3,0,0,0
97,7,0,2,37,7,0,3,0,0,0
267,28,2,4,40,11,0,5,0,0,0
43,5,0,0,2,0,1,1,0,0,0
231,24,0,1,98,12,1,4,0,0,0
42,6,0,5,0,6,0,2,0,0,0
132,26,2,19,89,25,3,3,0,0,0
117,5,0,5,29,19,0,1,0,0,0
44,0,0,1,19,3,1,6,0,0,0
0,0,0,0,0,2,0,0,0,0,0
56,0,0,2,20,1,0,3,0,0,0
486,10,1,0,221,4,4,0,0,0,0
74,5,0,0,33,1,0,3,0,0,0
104,10,0,0,23,14,0,2,0,0,0
32,9,0,0,17,0,0,2,0,0,0
3,0,0,0,0,0,0,0,0,0,0
118,12,2,0,35,3,1,3,0,0,1
39,6,0,0,16,2,0,3,0,0,0
23,4,0,0,1,0,0,1,0,0,0
206,14,0,5,87,9,1,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0
61,0,0,1,19,7,0,3,0,0,0
65,17,0,0,55,7,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0
48,2,1,1,17,1,0,3,0,0,1
11,0,0,2,2,1,1,1,0,0,0
207,27,12,1,98,7,1,3,0,0,0
41,0,0,1,12,4,0,3,0,0,0
63,0,0,1,0,5,0,3,0,0,0
176,11,1,2,3,35,7,4,0,0,0
74,0,0,1,1,5,0,3,0,0,0
116,19,0,1,15,2,0,4,0,0,0
61,0,0,1,19,2,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
48,1,0,1,14,6,0,3,0,0,0
51,0,0,1,18,5,0,3,0,0,0
107,4,0,1,38,3,0,3,0,0,0
34,3,0,2,22,0,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
61,0,0,1,19,7,0,3,0,0,0
99,4,0,3,14,1,0,5,0,0,0
104,6,0,1,38,3,0,3,0,0,0
217,47,2,37,18,29,1,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0
79,4,1,0,39,1,0,3,0,0,1
112,5,0,8,31,1,0,8,0,0,0
175,15,1,0,3,8,1,4,0,0,0
142,40,0,0,15,27,0,16,0,0,0
0,0,0,0,0,0,0,0,0,0,0
74,0,0,1,2,5,0,3,0,0,0
91,6,0,0,24,13,2,1,0,0,0
138,9,0,0,37,5,0,6,0,0,0
32,0,0,0,0,0,0,3,0,0,0
77,9,0,0,32,2,2,1,0,0,0
54,1,0,1,21,0,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
64,1,0,3,4,0,0,6,0,0,0
64,1,0,1,22,8,0,3,0,0,0
48,1,0,1,11,5,0,3,0,0,0
85,20,7,1,28,0,0,3,0,0,1
48,1,0,1,14,6,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
50,1,0,1,14,6,0,3,0,0,0
180,18,0,0,39,7,1,5,0,0,0
64,1,0,1,22,8,0,3,0,0,0
16,4,0,0,0,1,0,0,0,0,0
96,8,0,0,54,0,0,3,0,0,0
6,0,0,0,3,1,0,1,0,0,0
29,0,0,0,2,1,0,0,0,0,0
61,0,0,1,19,7,0,3,0,0,0
101,6,0,0,39,3,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
72,4,0,0,35,2,1,3,0,0,0
126,5,0,1,41,6,0,4,0,0,0
38,1,0,1,14,0,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
57,2,0,0,25,2,0,0,0,0,0
40,6,0,0,31,9,0,3,0,0,0
73,9,0,2,35,10,1,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0
118,12,0,1,67,4,0,3,0,0,0
29,1,0,1,9,1,0,3,0,0,0
64,0,0,1,21,8,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
76,4,0,1,34,1,0,3,0,0,0
106,6,0,0,6,5,0,5,0,0,0
38,0,0,0,14,0,0,0,0,0,0
10,1,0,1,5,1,0,3,0,0,0
164,12,0,3,42,7,1,5,0,0,0
40,5,0,0,25,1,0,0,0,0,0
38,1,0,1,14,0,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
56,0,0,2,20,1,0,3,0,0,0
58,3,2,1,22,6,0,3,0,0,0
57,3,0,0,29,4,0,1,0,0,0
61,0,0,1,19,7,0,3,0,0,0
60,0,0,1,19,2,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
45,4,0,0,26,1,0,3,0,0,0
251,10,0,2,42,34,8,7,0,0,0
0,0,0,0,0,0,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
39,3,1,1,14,0,0,3,0,0,1
60,9,0,0,40,3,0,0,0,0,0
87,9,0,0,0,11,0,4,0,0,0
9,2,0,0,0,1,0,0,0,0,0
287,32,1,28,61,10,1,3,0,0,0
315,23,2,0,113,25,1,10,0,0,0
119,7,0,4,5,6,0,1,0,0,0
61,0,0,1,19,7,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
61,0,0,1,19,7,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
61,0,0,1,19,7,0,3,0,0,0
87,1,0,1,34,1,0,4,0,0,0
74,0,0,1,1,5,0,3,0,0,0
251,17,0,3,117,27,1,4,0,0,0
62,3,0,0,29,1,0,3,0,0,0
145,50,0,2,91,9,0,6,0,0,0
115,18,2,0,18,8,1,1,0,0,0
180,12,1,2,11,34,8,3,0,0,0
28,1,0,0,3,1,0,0,0,0,0
146,50,0,2,91,9,0,6,0,0,0
10,0,0,1,5,1,0,3,0,0,0
84,2,0,1,32,8,0,3,0,0,0
169,4,0,2,47,5,0,3,0,0,0
236,1,0,28,14,29,0,8,0,0,0
74,0,0,1,0,4,0,3,0,0,0
112,5,0,1,42,5,0,3,0,0,0
123,6,0,0,39,5,2,1,0,0,0
108,7,1,0,42,9,0,4,0,0,0
177,16,0,0,68,10,1,4,0,0,0
40,2,1,1,16,0,0,3,0,0,1
54,3,0,1,26,1,0,1,0,0,0
48,1,0,1,14,6,0,3,0,0,0
275,12,0,2,37,35,8,8,0,0,0
116,4,0,1,39,3,0,3,0,0,0
105,4,0,0,36,3,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
148,51,0,2,91,9,0,6,0,0,0
156,13,4,1,54,5,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
61,0,0,1,19,2,0,3,0,0,0
52,1,0,1,15,6,0,3,0,0,0
19,0,0,0,4,0,0,2,0,0,0
74,0,0,1,1,5,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
29,0,0,1,10,0,0,3,0,0,0
323,20,0,6,8,51,6,8,0,0,0
69,3,0,0,39,1,0,3,0,0,0
158,1,0,0,0,1,0,7,0,0,0
40,5,0,0,25,1,0,0,0,0,0
61,20,20,0,60,0,0,0,0,0,1
36,0,0,1,10,6,0,3,0,0,0
38,1,0,1,14,0,0,3,0,0,0
407,70,1,0,310,50,6,12,0,0,0
187,4,0,3,81,4,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0
111,8,0,0,47,13,0,2,0,0,0
230,9,0,13,32,3,0,1,0,0,0
91,4,0,1,36,3,0,3,0,0,0
38,1,0,1,14,0,0,3,0,0,0
186,10,0,0,18,7,0,6,0,0,0
119,9,0,0,6,8,0,5,0,0,0
10,0,0,1,5,1,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
62,1,0,1,19,6,1,4,0,0,0
92,2,0,1,36,3,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
95,3,0,4,26,2,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
198,19,0,0,96,27,1,7,0,0,0
48,1,0,1,14,6,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
42,5,0,0,25,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
92,0,0,1,23,1,0,5,0,0,0
361,67,1,0,299,10,3,12,0,0,0
155,6,0,1,58,10,1,3,0,0,0
12,0,0,0,0,0,0,0,0,0,0
47,2,0,1,14,10,0,3,0,0,0
114,5,0,1,38,3,0,4,0,0,0
127,4,1,1,54,5,0,3,0,0,0
34,0,0,1,12,5,0,3,0,0,0
18,9,2,4,6,5,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0
89,4,0,1,36,3,0,3,0,0,0
582,18,0,5,14,36,2,11,0,0,0
40,5,0,0,25,1,0,0,0,0,0
165,12,0,3,43,7,1,5,0,0,0
40,5,0,0,25,1,0,0,0,0,0
61,0,0,1,19,7,0,3,0,0,0
235,18,0,5,112,23,1,4,0,0,0
74,3,0,0,13,9,0,0,0,0,0
86,4,0,0,34,3,0,3,0,0,0
120,10,0,3,32,6,1,3,0,0,0
25,5,0,0,0,6,0,1,0,0,0
64,1,0,1,17,7,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0
120,5,0,1,40,3,0,5,0,0,0
132,10,1,1,54,13,1,3,0,0,0
195,9,0,2,46,11,0,6,0,0,0
61,0,0,1,19,7,0,3,0,0,0
337,64,0,0,252,35,4,8,0,0,0
117,11,1,0,45,2,1,3,0,0,1
51,6,0,0,1,12,0,0,0,0,0
106,10,0,0,0,13,0,4,0,0,0
188,21,0,0,47,49,0,5,0,0,0
38,1,0,1,14,0,0,3,0,0,0
87,9,0,0,0,11,0,4,0,0,0
145,17,2,5,13,26,0,3,1,0,0
40,5,0,0,25,1,0,0,0,0,0
64,1,0,1,15,2,0,4,0,0,0
75,4,0,1,15,5,0,3,0,0,0
58,0,0,1,18,2,0,3,0,0,0
322,12,0,0,151,48,2,7,0,0,0
28,2,0,0,22,3,0,1,0,0,0
25,0,0,0,0,0,0,2,0,0,0
100,12,1,1,57,3,0,0,0,0,1
167,14,2,2,95,5,1,5,0,0,0
40,5,0,0,25,1,0,0,0,0,0
48,1,0,1,14,6,0,3,0,0,0
8,0,0,0,4,0,1,0,0,0,0
2,0,0,0,0,0,0,1,0,0,0
40,5,0,0,25,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
10,0,0,1,5,0,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
64,1,0,1,22,8,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
46,1,0,1,12,6,0,3,0,0,0
163,10,0,2,55,8,1,4,0,0,0
15,3,0,0,0,0,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
80,19,0,0,56,1,1,1,0,0,0
64,1,0,1,22,8,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
6,0,0,0,0,0,0,0,0,0,0
184,6,0,3,8,20,0,5,0,0,0
40,5,0,0,25,1,0,0,0,0,0
117,11,1,0,45,2,1,3,0,0,1
107,6,0,0,40,1,0,4,0,0,0
87,6,0,1,26,3,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
253,60,5,11,1,40,11,3,0,0,0
34,1,0,0,11,1,0,0,0,0,0
96,12,0,0,0,3,0,1,0,0,0
61,0,0,1,19,7,0,3,0,0,0
100,13,0,0,11,3,0,4,0,0,0
33,3,0,0,18,2,0,0,0,0,0
70,3,0,1,21,9,1,4,0,0,0
182,18,0,1,72,11,0,4,0,0,0
87,9,0,0,0,11,0,4,0,0,0
34,0,0,1,12,5,0,3,0,0,0
315,22,0,11,16,24,2,9,0,0,0
214,32,0,1,116,8,2,10,0,0,0
99,7,0,1,35,5,1,2,0,0,0
75,3,0,2,22,1,0,3,0,0,0
50,0,0,1,18,0,0,3,0,0,0
64,1,0,1,22,8,0,3,0,0,0
58,0,0,1,18,2,0,3,0,0,0
167,3,0,9,12,11,0,3,0,0,0
137,13,0,0,0,13,0,6,0,0,0
13,0,0,0,6,0,0,0,0,0,0
15,1,0,0,8,0,2,1,0,0,0
134,9,0,6,43,4,1,3,0,0,0
50,0,0,1,18,0,0,3,0,0,0
19,0,0,0,0,1,0,1,0,0,0
40,5,0,0,25,1,0,0,0,0,0
108,4,0,0,36,3,0,4,0,0,0
76,0,0,1,1,6,0,3,0,0,0
160,9,0,4,63,7,0,4,0,0,0
83,3,0,2,13,1,0,4,0,0,0
167,11,1,2,3,34,7,4,0,0,0
61,0,0,1,19,7,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
54,3,0,1,1,1,0,4,0,0,0
525,40,1,0,236,98,0,5,0,0,0
93,4,0,1,38,3,0,3,0,0,0
132,4,0,1,37,3,0,3,0,0,0
114,2,0,1,43,8,0,3,0,0,0
201,20,0,4,40,20,3,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
59,3,0,0,0,2,5,1,0,0,0
73,4,0,0,0,8,0,1,0,0,0
205,21,4,1,92,9,1,4,0,0,0
48,1,0,1,11,5,0,3,0,0,0
48,1,0,1,14,6,0,3,0,0,0
197,21,2,1,37,5,1,4,0,0,0
152,16,0,0,69,20,1,4,0,0,0
48,0,0,0,8,2,0,4,0,0,0
108,7,0,0,45,7,0,5,0,0,0
4,0,0,0,0,0,0,1,0,0,0
58,1,0,1,17,8,0,4,0,0,0
116,10,0,0,44,2,1,3,0,0,0
285,68,5,11,46,32,8,7,0,0,0
